1.0,0.1377,0.02269,0.004155,0.0008079,0.00016222951370265003,0.2
1.0,0.1413,0.02388,0.004488,0.0008954,0.00018447546486364912,0.20500000000000002
1.0,0.1449,0.02511,0.004839,0.0009899,0.00020915472125228427,0.21000000000000002
1.0,0.1485,0.02637,0.005208,0.001092,0.00023647097927667499,0.21500000000000002
1.0,0.1521,0.02767,0.005597,0.001202,0.00026664027622728519,0.22000000000000003
1.0,0.1558,0.029,0.006006,0.00132,0.0002998914981109758,0.22500000000000003
1.0,0.1594,0.03037,0.006435,0.001448,0.00033646825223497811,0.23000000000000004
1.0,0.163,0.03177,0.006884,0.001584,0.0003766244418383285,0.23500000000000004
1.0,0.1667,0.0332,0.007356,0.001731,0.00042063172650303848,0.24000000000000005
1.0,0.1703,0.03467,0.007849,0.001887,0.00046877578288114001,0.24500000000000005
1.0,0.174,0.03618,0.008366,0.002055,0.00052135789748396038,0.25000000000000006
1.0,0.1777,0.03772,0.008906,0.002233,0.00057869556288717833,0.25500000000000006
1.0,0.1814,0.03929,0.009469,0.002424,0.00064112308910836246,0.26000000000000006
1.0,0.1851,0.04091,0.01006,0.002627,0.00070899452703235386,0.26500000000000007
1.0,0.1888,0.04255,0.01067,0.002843,0.00078267581810048496,0.2700000000000001
1.0,0.1925,0.04424,0.01131,0.003072,0.00086255733837936014,0.2750000000000001
1.0,0.1962,0.04596,0.01198,0.003316,0.00094904713371597119,0.2800000000000001
1.0,0.1999,0.04772,0.01267,0.003575,0.0010425733630317947,0.2850000000000001
1.0,0.2036,0.04952,0.01339,0.003849,0.001143587375111624,0.2900000000000001
1.0,0.2074,0.05135,0.01414,0.00414,0.0012525556363370684,0.2950000000000001
1.0,0.2111,0.05322,0.01492,0.004447,0.0013699727900843988,0.3000000000000001
1.0,0.2149,0.05513,0.01573,0.004772,0.0014963546812113882,0.3050000000000001
1.0,0.2187,0.05708,0.01658,0.005115,0.0016322409428310603,0.3100000000000001
1.0,0.2225,0.05907,0.01745,0.005478,0.001778195772321295,0.3150000000000001
1.0,0.2263,0.0611,0.01835,0.00586,0.0019348120585972956,0.3200000000000001
1.0,0.2301,0.06316,0.01929,0.006263,0.0021026997712886657,0.3250000000000001
1.0,0.2339,0.06527,0.02026,0.006687,0.002282504217793638,0.3300000000000001
